anchors,positives
What is the initial value of pressure in N/m² at 293 K before the propellant is consumed?,The tubes are 6 mm in diameter and are made of corrosion-resistant steel. All the components are welded to the tubes. The feed pressure decreases in proportion to the consumed propellant. The initial pressure is 2.2 x 10° N/m? at 293 K. This value decreases to 0.5 x 10° N/m? when all propellant is consumed. The thrust decreases from an initial value of | N to a final value of 0.25 N. The propellant and the gas (helium) under pressure are stored in the same tank and are separated by means of a flexible diaphragm. 
What component regulates the propellant flow to the thrust chamber during ignition?,"The gas acts on  this diaphragm by pushing the propellant through the system filter to the control valve, which controls the flow of propellant to the thruster. The thruster requires pre-heating before firing. When the firing command is given, the series redundant flow control valve opens and admits the propellant in the thrust chamber. There, the propellant decomposes and ignites in the pre-heated reactor bed. "
What is the purpose of the pressure transducer and temperature sensor in a propulsion system?,"This generates hot gases and hence thrust. The pressure transducer and the tank temperature sensor are used to determine the correct amount of propellant. All components are powered by a remote terminal unit with 28 + 1 V of direct current. The temperature of this unit is controlled by a thermal control remote terminal unit, and is kept in the range of. "
What is the temperature range specified for the mission's operation during the entire duration?,283-323 K during the entire mission [22]. The following figure (re-drawn from [19]) illustrates the feed system to be usedin the GPIM (Green Propellant Infusion Mission). ®) Service valve [_| i (P) Pressure (> transducers Service valve[ |} j ; Filter Flow restrictor)( Latch valve SZ ——) OX SOX SX NOX (tx Rene Rene Ts Temperature sensors 1-N Thrusters 22-N Thruster
What components constitute the feed system employed in the 2018 NASA mission for propellant demonstration?,"In this mission [23], scheduled for 2018, NASA wants to demonstrate the practical capabilities of the AF-M315E propellant. This feed system consists principally of one propellant tank with an internal flexible diaphragm, two service valves, two pressure transducers, one filter, one flow restrictor, one isolation latch valve, four 1- N thrusters for attitude control, and one 22-N primary divert thruster. "
What propellant pressure management method is employed in the thruster feed system?,"Each of these thrusters has a single-seat valve and a temperature sensor. The feed system operates in blow-down mode, which means that the pressure decreases in proportion to the amount of consumed propellant. The gas stored under pressure over the diaphragm is nitrogen. The system components used for AF-M315E are in many cases those used for hydrazine. The 1-N thrusters and the 22-N thruster require a pre-heating of the catalyst bed before firing. "
What are the components of propulsion systems that utilize refractory alloys to endure high flame temperatures?,"The power requirements relating to this pre-heating are high, due to the elevated minimum start temperature of the thrusters. These thrusters use the LCH-240 high-temperature long-life catalyst developed by Aerojet  Rocketdyne. The use of refractory alloys, necessary to withstand the high flame temperature of the AF-M315E propellant, is confined to the thrust chamber, the nozzle, and an upper thermal isolation structure. The other parts of the thrusters can be made of conventional alloys used for hydrazine thrusters [19].. "
What are the design criteria and calculation methods for spacecraft feed systems according to current aerospace standards?,"The BCP100 spacecraft, manufactured by Ball Aerospace, and its propulsion system described above are shown in the following figure, due to the courtesy of Aerojet Rocketdyne [24].1N thrusters — SS = Se ao SS OB yr = 22N thruster ra d | ry So N Ball Aerospace BCP100 Spacecraft te AM sterustersThe criteria of design and the methods of calculation for the feed systems described"
What methods are used to generate the pressurising gas in a feed system involving combustion products?,"In a feed system using combustion products, the pressurising gas is obtained by combustion of propellants in a turbine gas generator, or by combustion in a solid- propellant gas generator, or by injection of a hypergolic fluid into the main propellant tank. This system has been used to supply pressurising gas in several small military vehicles, and also to pressurise the fuel tanks of the Titan stages. "
"What gas is employed as an oxidiser in the rocket engine described, and what is its chemical formula?","It has rarely been used, because the pressurising gas is chemically incompatible with the propellants, or has a temperature too high, or has condensible elements. A scheme of the feed system used in the Titan stages is shown in the following figure, due to the courtesy of NASA [2].  VEHICLE FUEL TANK Oe — PPM) FLOW FLOW ¢| RES TRICTOR, RESTRICTOR TO ENGINE —— )) i ~) ( 2 eee 7 BURST DISK P=. ZENS fow GEAR BOX ASSEMBLY FOR ee FUEL AND OXIDIZER PUMP HOT Gas —~§ onan ell (USES ENGINE PROPELLANTS) 5 Sa EXHAUST The rocket engine uses nitrogen tetroxide (N2Oq4) as the oxidiser and Aerozine 50 as the fuel. "
What is the combustion temperature of the gas generator in Kelvin when using a fuel-rich mixture ratio of o/f = 0.085?,"The gas generator uses the engine propellants to produce fuel-rich exhaust gases which drive the engine turbo-pumps. The combustion temperature in this gas generator is about 1256 K at a fuel-rich mixture ratio o/f = 0.085. The temperature at the turbine outlet is about 1183 K. The pressurising gas is tapped off at the turbine outlet, passed through a gas cooler, and then routed to the fuel tank. It is injected into the fuel tank within a temperature range of 361 K to 417 K. "
What component regulates the flow of gas downstream from the cooling unit in a pressurized system?,"The flow of the pressurising gas is controlled by a flow-control nozzle located downstream of the gas cooler [2]. The following figure, due to the courtesy of NASA [3], shows a solid-propellant gas generator, which is a small device burning a solid propellant to supply hot gas under pressure to the main liquid propellants.  \ ——__ocoren am \ ‘O-RING SEALS be, /—wiaiton e” PEETS SNAP RING . & SE | e K\ \ \ WAAAY \Y\, \ A \\Y\ WA BURST DIAPHRAGM Hoe NEN NENE ENE NONE \\ ‘ TO Fue.. "
What components are involved in the structure of a gas generator housing as described in the text?,7 ry NARA AANANANANS sovis—~ \ \ As\ WAY \\ a PHENOLIC \ = _ 4 ———EEE ass paoperiant // &GAS GENERATOR HOUSING & t son terran GRAINS Lee Sa ComMER insuLATION iy a OXIDIZER EXPULSION DIAPHRAGM | eS a a L YONGE PELTCU IEA DU BCR ECB PTUCET WA LAV ELIS AUX RE IEED WELL AEA 8)
What components are commonly found in a gas generator utilized for pressurizing rocket engine tanks?,"A gas generator like this can be employed to pressurise tanks of rocket engines using storable liquid propellants. This gas generator consists of two electrically-fired initiators (squibs), one charge of igniter pellets, some safety and arming devices, one regulator of the pressure-relief type, and two solid-propellant grains. There may also be, in some cases, a device to cool the hot gas produced. "
What materials are used for the housing and the main propellant tank in the gas generator system?,"The gas generator illustrated above is contained in an insulated housing made of steel. This housing, in turn, is contained in the main propellant tank, which is made of an aluminium alloy. The gas outlets are hermetically sealed by means of burst diaphragms which assure a safe storage of the solid propellant over long periods of time. At the proper moment, the propellant grains are ignited by the igniter pellets. "
What occurs when the maximum temperature is surpassed during combustion in relation to excess gases?,"The gases generated by the combustion process pressurise the main propellants for the duration of the propellant grains. Such grains are designed to produce the desired pressures and flow rates within a given range of temperature. In case of the upper limit of temperature being exceeded, a regulator discharges overboard the excess gases.. "
What are the two types of solid-propellant gas generators described with respect to cooling mechanisms and their functionalities?,"Some types of solid-propellant gas generators used for feed systems are briefly described below. The following figure illustrates two solid-propellant gas generators, one of which without cooling and the other with a solid coolant.  Solid propellant Pressure-relief type with igniter | regulator or orifice ai J propellant tank Filter Vent Solid propellant Pressure-relief with igniter Solid coolant | type regulator ~ | propellant tank Filter Vent. "
