anchors,positives
What is the maximum allowable pressure for the oxidizer line connecting to the engines?,"Fuel line, external LH -423 to Inconel 718] Inconel 718 Inconel 718] Internal tripod with tank disconnect to +200 ball-and-socket manifold bearingOxidizer line, LOX -297 to 16.85 inlet] Inconel 718] None NA NA manifold to engines +200 21.00 max (hard line)#1, 2, and 3 13.60 out- (hard section) lets (3 out-"
"What material is used in the Shuttle oxidizer line, specifically in the range of LOX -297 to 270?","Shuttle Oxidizer line, mani- LOX -297 to 270 12.07 Inconel 718] Inconel 718 Inconel 718] Internal tripod with Orbiter fold to engines #1, +200 ball-and-socket"
What material is used for the internal cross with a drain duct expected to operate between -423 and 105 degrees?,section) Titanium | External gimbal fa Oxidizer fill and LOX -297 to 0 to 260 8.00 Inconel 718] Inconel 718 Inconel 718] Internal cross with drain duct +200 bearing end (“Gimbar”’) = — | pre-condition- LH -423 to 105 2.00 to Inconel 718} I > i ing system return 2 00 G0 inconel 718 ieee 718) pues gimbal duct itanium External tank press- GOx + aieation adere 600 ‘Armco Inconel 718 | Inconel 718| External gimbal 21-6-9 ring . 
What is the significance of flight qualification in the context of combustion product testing for specific propellant combinations?,"echeriae development, not operational > Flight qualified (shown for sake of completeness only) {Combustion products of LOX/LH2 Bellows qualification testing only ~ no line experience “Combustion products of N204/A-50 NA = not applicable | 2 = al Ere aes = = sy ee | ! | | | | + - rs ‘ : - awa on H Y . * ap CS Se ES =@ g ; % ZB ra i : Sip ¥ ae = SS ‘ 4 ; ste et Ba a Bie | 14 Nien ee # z= | ay cs ~~ ‘ ite i coda ts * a ree, = Figure 1. "
What design feature was introduced for hardware specifications with the initiation of the Space Shuttle Program?,"— Typical line, bellows, and hose assemblies on a large pump-fed rocket engine (J-2). | | a eee Se gee Se See Se ee | the LOX suction ducts (non-gimballing) and fuel drain duct on the S-1C and the pump inlet ducts on the J-2 engine. | With the advent of the Space Shuttle Program (ca. 1969), the specifications for hardware | | design included one new feature never before required for space vehicles: reusability. "
What are the requirements for fatigue life and corrosion resistance in a vehicle designed for a high number of missions?,"The | | Space Shuttle must be capable of performing 100 missions. This requirement introduced the need for longer low- and high-cycle fatigue lives, improved long-term corrosion resistance, a | greater number of gimballing cycles for articulating ducts, and ease of maintenance and | refurbishment. For example, some of the flexible vacuum-jacketed lines in the Shuttle Orbiter main propulsion system are made entirely of Inconel 718 for long-term resistance to | | damage and corrosion; in comparison, in the Saturn vehicle lines only the basic bellows were made of this material. "
What maximum pressure was achieved by the pump discharge in the Space Shuttle main engine?,"In addition, the high chamber pressure of the Space Shuttle main engine (3000 psi, three times greater than any previous operational rocket engine), with pump discharge pressures in excess of 7000 psi and pressures in the articulating flex ducts | | greater than 5000 psi, made necessary a giant step in the state of the art for the design and | fabrication of components for service with high-pressure fluid. "
What must be proven through real-time tests to ensure materials are suitable for long-term use in component design?,"Both the long calendar-life requirement (10 years) of the Space Shuttle and the earlier | established long-life requirements for unmanned missions to the outer planets make | consideration of the long-term aspects of materials selection in component design a must. For example, caution must be exercised in using plastic materials beyond a two-year life. ' Real-time tests are required to prove life compatibility of materials; accelerated tests are not | representative. "
What issues arose in critical control components due to contamination introduced during maintenance procedures?,"| Filters. — Recognition of the need for filter protection of critical control components { | occurred with testing of the Redstone engines. Periodic disassembly or disconnecting of control lines and replacement of components permitted contamination to enter the engine | system. Failures of components, generally because of excessive leakage, were traced to the | contamination that had been introduced during the periods of disassembly. "
What factors led to the development of specific specifications for filters in advanced engine programs?,"In subsequent engine programs (Jupiter, Atlas, Thor, Saturn, Space Shuttle), filters were recognized as | being vital components in all systems containing contamination-sensitive control | | components. | Commercial filters were used initially, but as engine requirements became more stringent insofar as envelope and line connections were concerned, specifications to control these | features were generated. "
What are the advantages of wire-mesh filters over stacked etched disks in terms of surface area and flowrate handling?,"Filter specifications subsequently were expanded to control such items as allowable pressure drop, material compatiblity, construction features, filter material, and cleanliness requirements. The majority of filters are made of metallic wire cloth or stacked etched metallic disks; various metals are used, but stainless steel is most common. Most filters have been wire-mesh | types because, in comparison with stacked etched disks, they offer maximum surface area | | for minimum weight and can handle high flowrates. "
What are the primary design characteristics of wire-mesh filters utilized in rocket propulsion systems?,"Metallic-disk types have been restricted | | [ 10 { | | | 1 | | | | i} largely to relatively small engines with low flow requirements. Chief design features of wire-mesh filters used in various rocket engine systems are summarized in table II. The propellants and pressurizing gases supplied to the engine are controlled with respect to moisture and hydrocarbon content, and additional devices such as absorptive separators are not necessary. "
What primary factors must be considered when designing a line configuration for assembly in terms of routing and flexibility?,"| | 2.1 LINE ASSEMBLY | As noted, the line (or duct) assembly may be either a combination of hard lines and flexible elements (bellows joints or flexible hoses) or a completely hard line that achieves flexibility | through the use of bends and material elasticity. Basic design considerations in establishing a | line configuration are routing, sizing, pressure-drop and vibration control, and location and | type of flexible joints; other considerations include materials, cost, weight, reliability, and | maintainability. "
What components are typically found in a flexible-line assembly used for line-system design?,"References 1 through 5 present details on line-system design. | Flexible lines. — A typical flexible-line assembly consists of tubular straight runs and | elbows, with flexible bellows joints located along the line, separable connectors with static ] seals at either end for installation into mating components, and branch-off line connections. | Flexible-line assemblies have been utilized successfully in sizes from '%4-in. "
What are the two primary configurations of flexible lines used in pressurization systems for rocket engines?,"diameter to 27-in. ; diameter, at temperatures from -455°F (liquid helium) for pressurization systems and -423°F (liquid hydrogen) for propellants to + 1300°F (turbine-exhaust gases), with pressures ranging from vacuum to 3000* psi, and with every cryogenic- and storable-propellant combination successfully used in rocket engines. There are two basic flexible-line | configurations: the tension type (fig. "
What type of system uses bellows restrained by linkages to manage axial load generated by internal pressure?,"2), and the compression type (fig. 3). | The tension-type system utilizes bellows restrained by linkages that withstand the pressure separating load (i.e., the axial load due to the force generated by internal pressure that tends to separate the ends of the bellows); the linkages may be either external or internal and permit angular motion. The line routing requires two or more bends with bellows joints | located between bends. "
How do flexible joints accommodate overall length variations in a line assembly?,"Overall length changes in the line assembly are accommodated through angulation of the flexible joints. | | : ] Figure 2 presents two examples of tension-type configurations: the three tension-tie bellows | joints in a dog-leg arrangement, and the axial bellows with two tension-tie bellows joints. In the three-tension-tie configuration (fig. 2(a)), one end of the duct is capable of | three-dimensional movement and angulation in any plane with respect to the other end. "
What type of joints allow for angulation and shear motion in flexible duct systems requiring significant axial deflections?,"The duct is shortened by angulation of the individual flexible joints. In the axial bellows (fig. 2(b)), angulation and shear motion of one end with respect to the other are accommodated by two tension-tie bellows joints. Necessary changes of length are achieved with a thrust-compensating bellows joint. This configuration usually is employed when large axial } deflections are necessary (e.g., in the inlet ducts of a gimballed pump). "
"What is the maximum operating pressure, measured in psi, for the advanced-development SSME?","| “up to 5500 psi in the advanced-development SSME. 11 | | ii Table I. — Chief Design Features of Wire-Mesh Filters in Typical Uses on Operational and Advanced-Development Engines and Vehicles Filter element description vette Min. | Maximum] Absolute |. Operating) Maximum > Ve Type - flow assembly | filtration Operating] Temp., pressure Filter type or Application |e aye | Configuration] weight, | rating,” | 4% 2 fluid ons Pressure, ents Engine: in? Ibm H aid ae noted flow omy ni Atlas Pressure Twilled] Supported | 30 25 1.6x4.9| He -65 to +160] 0 to 3000 | SO psi at 1200 psi << ON regulator double | pleated (1/2 in. "
