anchor,positive,quality,technical_level
What are the features that make nuclear power supply systems advantageous in high radiation environments?,"The advantages of nuclear power supply systems are as follows:e Continuous power provision without the demand of additional energy storage capability for eclipse power supply.e External energy sources not required.e Resistance to high particle fluence, for example within the Van Allen Belt or in orbit around Jupiter.e Compact design with small radiators.e Long service life.",True,4
What must be contrasted with considerable approval in trading scenarios?,These have to be traded against severe acceptance,True,1
What considerations must be accounted for in the disposal of radioactive material during space missions?,"e Disposal of radioactive material in LEO missions (final disposal, reentry).e Additional security measures for safeguarding the launch and powered flight.e Shielding of the radioactive radiation.e Reentry of a nuclear reactor into the Earth’s atmosphere.4.2.2.4 Chemical Energy/Fuel Cells",True,4
"What is the approximate energy density of the fuel cell mentioned, measured in watt hours per kilogram?","Although rarely used, and if so, mostly in human space missions, the fuel cell is worthy of serious consider- ation as an energy source alternative to secondary batteries in future unmanned missions. If it could be qualified for a long spacecraft mission life it would of- fer weight and cost savings because of its high energy density, achieving presently about 500 watt hours per kilogram (Wh/kg).",True,3
What is the process that allows hydrogen and oxygen to recombine in a fuel cell with an electric current?,"A fuel cell uses the classic HO electrolysis process in which hydrogen and oxygen produced from water is reversed, with the help of an electric current.",True,3
What components are involved in the operation of a fuel cell as demonstrated in the illustration?,"Figure 4.2.7 illustrates the principle of a fuel cell: two electrodes provided with oxygen and hydrogen are placed in an electrolyte (e.g., phosphoric acid) which connects them. The electrons flowing through the external circuit provide the desired electrical energy,",True,3
What is the chemical equation describing charge transport in the cell involving an anode component?,"2/24/09 3:40:16 PM 4.2. Electrical Power Supply2e- Anode : Hy > 2H* +2e7with water being the waste product, while the trans- port of charges through the electrolyte within the cell is described by the reaction equation",True,4
What must be continuously supplied in gaseous form during the process described in acid batteries?,The process is equivalent to that in standard acid batteries or accumulators: hydrogen and oxygen in gaseous form must be provided continuously and the reaction products as well as the heat generated by the reaction must be removed from the electrolyte and the cell.,True,3
What are the two main classification criteria for fuel cells?,"The various fuel cells can be classified by their operating temperatures (low-, medium- and high- temperature fuel cells) or by their electrolyte (wa- ter-soluble, alkaline and acid electrolytes, as well as polymer electrolyte membranes and systems with carbonate melts or ceramic oxides as electrolytes).",True,3
What are the advantages of the fuel cells over the previous battery systems in terms of weight and efficiency?,"The energy supply system for the Space Shuttle orbiters consists of three fuel cells operating au- tonomously (Table 4.2.1). They represent a notable improvement over the hydrogen—oxygen battery sys- tem of Bacon (Apollo batteries) since they are 20kg lighter in weight and their efficiency is higher by a factor of 6-8. Two cell blocks electrically connected in parallel and mechanically forming one unit, each. ",True,3
What voltage does a block of 32 single cells connected in series produce in a fuel cell battery?,"Cathode : ¥% O,+ 2H* + 2e° > H,0Figure 4.2.7: Basic design of a fuel cell using an acid electrolyte.block containing 32 single cells connected in series, yield one 28V fuel cell battery.4.2.3 Designing an Optimized Electrical Power System Architecture",True,2
What is essential for the selection process in developing EPS architecture for a space mission?,"In order to implement a robust, reliable and especially application-oriented EPS architecture for a planned space mission, and having to choose from a rather limited number of available options, a certain order in the selection process workflow is necessary (see Figure 4.2.8).",True,3
How do optimized spacecraft designs impact power source design and system costs?,"A thorough analysis of the EPS requirements to- gether with an optimized spacecraft design not only leads to a customized design of the power sources, but also results in weight and system cost reductions. This is demonstrated very impressively by the current valid cost figures below, which are of course subject to change:",True,3
What is the price range per gram for unmanned spacecraft?,e €35-150 per gram for unmanned spacecraft e €300-1100 per watt of installed BOL (Begin Of,True,1
What is the cost range per watt hour for solar array power output?,Life) solar array power output e €50-350 per watt hour BOL battery energy e €30 000-160 000 per module for power conditio-ning and power distribution electronics.Identification & analysis of eal requirementsConception & comparizon with | ref. architecturesSizing of power sourcesValuation & Selection of the| “| optimization process [ *] aPprontate EPS,True,2
What is the purpose of the workflow illustrated in the EPS selection process?,Figure 4.2.8: Workflow for the EPS selection process.,True,3
What is the primary purpose of fuel cells in spacecraft?,2/24/09 3:40:17 PM CHO4.indd Sec1:244Table 4.2.1: Technical data of the Space Shuttle orbiter fuel cells.,True,3
What is the voltage drop across a cell when operating under nominal load?,"Open-circuit voltage for one cell =1.2V Voltage at nominal load 0.9V Nominal load (100 mA/cm?) 40.0A Electrode surface 400 cm? Electrode diameter 225mm Electrode density 2.0-2.5mm Working gases H, (liquid), 0, (liquid) Operating pressure of the gases 40-60 bar Operating temperature 200-230 °C Cells per battery block 31 Nominal voltage 28V Nominal output power 1.12 kW",True,3
Calculate the total weight of the fuel cell arrangement and gas tanks combined.,"Block weight 110kg The fuel cell arrangement consists ofthree units of 110kg each and two gastanks of 240kg each, in total 810kgFlight duration 10 days Electrical energy used during the flight 500 kWh Energy density 617.3 Wh/kg Power density for the flight duration 4.15 W/kg Permanent power output of one cell 2.3kW block",True,3
What is the nominal current for a single cell block described in the context?,Peak power output of one cell block 6kW Nominal load of one cell block 82A Permanent power output of the total 14kW,True,2
What is the maximum power output for the cell arrangement mentioned?,"Peak power output of the total cell 36 kW arrangementElectrical energy required for a 1000 kWh three-day missionFuel consumption during a three-day© Gaseous hydrogen (cryogenic, liquid) = 480kg© Gaseous oxygen (cryogenic, liquid) = 480kg© Generated H20 (reaction product) = 600liters4.2.3.1 Identification of the EPS Design RequirementsThe EPS design requirements are basically determined",True,2
How must power demands be managed throughout different phases of a spacecraft's mission?,"e The spacecraft’s power requirements, which have to be covered in all mission-dependent operational",True,3
What are the four subsystems involved in addressing spacecraft anomalies and power source degradation during missions?,"4 Subsystems of Spacecraftmodes and during spacecraft anomalies, also tak- ing into account the degradation of the power sources over the mission lifetime.",True,3
